Loan_ID,Dependents,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome,LoanAmountToIncome,EMI,EMIToIncome,Log_LoanAmount,Log_TotalIncome,Has_Coapplicant,Area_Semiurban,Area_Urban,Gender_Male,Married_Yes,SelfEmployed_Yes
LP001498,0.0,1,5417.0,0.0,168.0,360.0,1.0,1,5417.0,0.031007751937984496,0.4666666666666667,8.613264427217915e-05,5.1298987149230735,8.59748202264504,0,False,True,True,False,False
LP001504,0.0,1,6950.0,0.0,175.0,180.0,1.0,1,6950.0,0.025176233635448138,0.9722222222222222,0.00013986796464137853,5.170483995038151,8.846640813100485,0,True,False,True,False,True
LP001507,0.0,1,2698.0,2034.0,122.0,360.0,1.0,1,4732.0,0.025776463131206424,0.3388888888888889,7.16012864755734e-05,4.812184355372417,8.462314529906248,1,True,False,True,True,False
LP001508,2.0,1,11757.0,0.0,187.0,180.0,1.0,1,11757.0,0.01590406531723082,1.038888888888889,8.835591842906013e-05,5.236441962829949,9.3722891389622,0,False,True,True,True,False
LP001514,0.0,1,2330.0,4486.0,100.0,360.0,1.0,1,6816.0,0.014669209329617133,0.2777777777777778,4.074780369338093e-05,4.61512051684126,8.827174771362785,1,True,False,False,True,False
LP001516,2.0,1,14866.0,0.0,70.0,360.0,1.0,1,14866.0,0.004708414609537903,0.19444444444444445,1.3078929470938618e-05,4.2626798770413155,9.60689927061335,0,False,True,False,True,False
LP001518,1.0,1,1538.0,1425.0,30.0,360.0,1.0,1,2963.0,0.010121457489878543,0.08333333333333333,2.811515969410706e-05,3.4339872044851463,7.994294986415977,1,False,True,True,True,False
LP001519,0.0,1,10000.0,1666.0,225.0,360.0,1.0,0,11666.0,0.019285163281049112,0.625,5.3569898002914205e-05,5.420534999272286,9.364519622823858,1,False,False,False,False,False
LP001520,0.0,1,4860.0,830.0,125.0,360.0,1.0,1,5690.0,0.021964505359339307,0.3472222222222222,6.101251488705363e-05,4.836281906951478,8.646641258603124,1,True,False,True,True,False
LP001528,0.0,1,6277.0,0.0,118.0,360.0,0.0,0,6277.0,0.01879579483912074,0.3277777777777778,5.221054121977983e-05,4.77912349311153,8.744806737401898,0,False,False,True,False,False
LP001529,0.0,1,2577.0,3750.0,152.0,360.0,1.0,1,6327.0,0.02402022756005057,0.4222222222222222,6.67228543334738e-05,5.030437921392435,8.75273950944749,1,False,False,True,True,True
LP001531,0.0,1,9166.0,0.0,244.0,360.0,1.0,0,9166.0,0.026617213919493836,0.6777777777777778,7.393670533192732e-05,5.501258210544727,9.123365357961776,0,False,True,True,False,False
LP001532,2.0,0,2281.0,0.0,113.0,360.0,1.0,0,2281.0,0.04951796669588081,0.3138888888888889,0.0001375499074885578,4.736198448394496,7.732807530422021,0,False,False,True,True,False
LP001535,0.0,1,3254.0,0.0,50.0,360.0,1.0,1,3254.0,0.015360983102918587,0.1388888888888889,4.266939750810719e-05,3.9318256327243257,8.08794755464267,0,False,True,True,False,False
LP001536,3.0,1,32540.410000000047,0.0,293.4000000000001,180.0,0.0,1,32540.410000000047,0.009016204276335895,1.6300000000000006,5.0090023757421645e-05,5.6849393868547216,10.39026871111883,0,True,False,True,True,False
LP001541,1.0,1,6000.0,0.0,160.0,360.0,1.0,1,6000.0,0.026662222962839526,0.4444444444444444,7.406173045233201e-05,5.081404364984463,8.699681400989514,0,False,False,True,True,False
LP001543,1.0,1,9538.0,0.0,187.0,360.0,1.0,1,9538.0,0.01960373204738442,0.5194444444444445,5.445481124273451e-05,5.236441962829949,9.163143937145207,0,False,True,True,True,False
LP001546,0.0,1,2980.0,2083.0,120.0,360.0,1.0,1,5063.0,0.023696682464454975,0.3333333333333333,6.582411795681937e-05,4.795790545596741,8.529911963824013,1,False,False,True,False,False
LP001552,0.0,1,4583.0,5625.0,255.0,360.0,1.0,1,10208.0,0.024977960622979724,0.7083333333333334,6.938322395272146e-05,5.545177444479562,9.231024963169016,1,True,False,True,True,False
LP001560,0.0,0,1863.0,1041.0,98.0,360.0,1.0,1,2904.0,0.033734939759036145,0.2722222222222222,9.370816599732262e-05,4.59511985013459,7.974188669286011,1,True,False,True,True,False
LP001562,0.0,1,7933.0,0.0,275.0,360.0,1.0,0,7933.0,0.034660952861104107,0.7638888888888888,9.628042461417808e-05,5.62040086571715,8.978912601074276,0,False,True,True,True,False
LP001565,1.0,1,3089.0,1280.0,121.0,360.0,0.0,0,4369.0,0.02768878718535469,0.33611111111111114,7.691329773709637e-05,4.804021044733257,8.382518288089635,1,True,False,True,True,False
LP001570,2.0,1,4167.0,1447.0,158.0,360.0,1.0,1,5614.0,0.028138913624220836,0.4388888888888889,7.816364895616898e-05,5.0689042022202315,8.633196867172543,1,False,False,True,True,False
LP001572,0.0,1,9323.0,0.0,75.0,180.0,1.0,1,9323.0,0.008043758043758044,0.4166666666666667,4.468754468754469e-05,4.330733340286331,9.140347000155648,0,False,True,True,True,False
LP001574,0.0,1,3707.0,3166.0,182.0,360.0,1.0,1,6873.0,0.026476578411405296,0.5055555555555555,7.354605114279248e-05,5.209486152841421,8.835501457409778,1,False,False,True,True,False
LP001577,0.0,1,4583.0,0.0,112.0,360.0,1.0,0,4583.0,0.02443280977312391,0.3111111111111111,6.78689160364553e-05,4.727387818712341,8.430327258394575,0,False,False,False,True,False
LP001578,0.0,1,2439.0,3333.0,129.0,360.0,1.0,1,5772.0,0.022345401004676944,0.35833333333333334,6.207055834632484e-05,4.867534450455582,8.660947155060933,1,False,False,True,True,False
LP001579,0.0,1,2237.0,0.0,63.0,480.0,0.0,0,2237.0,0.028150134048257374,0.13125,5.8646112600536196e-05,4.1588830833596715,7.71333788887187,0,True,False,True,False,False
LP001580,2.0,1,8000.0,0.0,200.0,360.0,1.0,1,8000.0,0.024996875390576177,0.5555555555555556,6.943576497382272e-05,5.303304908059076,8.987321812850125,0,True,False,True,True,False
LP001581,0.0,0,1820.0,1769.0,95.0,360.0,1.0,1,3589.0,0.026462395543175487,0.2638888888888889,7.350665428659858e-05,4.564348191467836,8.185907481482324,1,False,False,True,True,False
LP001585,3.0,1,32540.410000000047,0.0,293.4000000000001,300.0,1.0,1,32540.410000000047,0.009016204276335895,0.9780000000000003,3.0054014254452986e-05,5.6849393868547216,10.39026871111883,0,False,True,True,True,False
LP001586,3.0,0,3522.0,0.0,81.0,180.0,1.0,0,3522.0,0.022991768379222254,0.45,0.00012773204655123474,4.406719247264253,8.167068178341237,0,False,False,True,True,False
LP001594,0.0,1,5708.0,5625.0,187.0,360.0,1.0,1,11333.0,0.016499029468854773,0.5194444444444445,4.5830637413485485e-05,5.236441962829949,9.335562336729565,1,True,False,True,True,False
LP001603,0.0,0,4344.0,736.0,87.0,360.0,1.0,0,5080.0,0.017122613658728598,0.24166666666666667,4.756281571869055e-05,4.477336814478207,8.533263371593732,1,True,False,True,True,True
LP001606,0.0,1,3497.0,1964.0,116.0,360.0,1.0,1,5461.0,0.021237641889417794,0.32222222222222224,5.8993449692827215e-05,4.762173934797756,8.60557030203365,1,False,False,True,True,False
LP001608,2.0,1,2045.0,1619.0,101.0,360.0,1.0,1,3664.0,0.027557980900409278,0.28055555555555556,7.654994694558133e-05,4.624972813284271,8.206583614320753,1,False,False,True,True,False
LP001610,3.0,1,5516.0,8895.890000000003,293.4000000000001,360.0,0.0,0,14411.890000000003,0.02035677785648819,0.8150000000000003,5.654660515691163e-05,5.6849393868547216,9.575878224055089,1,True,False,True,True,False
LP001616,1.0,1,3750.0,0.0,116.0,360.0,1.0,1,3750.0,0.030925086643561715,0.32222222222222224,8.590301845433811e-05,4.762173934797756,8.229777750081887,0,True,False,True,True,False
LP001630,0.0,0,2333.0,1451.0,102.0,480.0,0.0,0,3784.0,0.026948480845442536,0.2125,5.614266842800528e-05,4.634728988229636,8.23880116587155,1,False,True,True,False,False
LP001633,1.0,1,6400.0,7250.0,180.0,360.0,0.0,0,13650.0,0.013185847190682002,0.5,3.662735330745e-05,5.198497031265826,9.521568058002977,1,False,True,True,True,False
LP001634,0.0,1,1916.0,5063.0,67.0,360.0,1.0,0,6979.0,0.009598853868194842,0.18611111111111112,2.6663482967207895e-05,4.219507705176107,8.850804195756417,1,False,False,True,False,False
LP001636,0.0,1,4600.0,0.0,73.0,180.0,1.0,1,4600.0,0.01586611606172571,0.40555555555555556,8.814508923180951e-05,4.30406509320417,8.434028950155469,0,True,False,True,True,False
LP001637,1.0,1,32540.410000000047,0.0,260.0,360.0,1.0,0,32540.410000000047,0.00798981974044762,0.7222222222222222,2.2193943723465615e-05,5.564520407322694,10.39026871111883,0,True,False,True,True,False
LP001639,0.0,1,3625.0,0.0,108.0,360.0,1.0,1,3625.0,0.02978488692774407,0.3,8.27357970215113e-05,4.6913478822291435,8.195885391314796,0,True,False,False,True,False
LP001640,0.0,1,32540.410000000047,4750.0,120.0,360.0,1.0,1,37290.41000000005,0.0032178992427478567,0.3333333333333333,8.938609007632935e-06,4.795790545596741,10.526518284203798,1,True,False,True,True,True
LP001641,1.0,1,2178.0,0.0,66.0,300.0,0.0,0,2178.0,0.030289123451124368,0.22,0.00010096374483708123,4.204692619390966,7.68662133494462,0,False,False,True,True,True
LP001643,0.0,1,2383.0,2138.0,58.0,360.0,1.0,1,4521.0,0.012826183104820876,0.16111111111111112,3.562828640228021e-05,4.07753744390572,8.416709652837914,1,False,False,True,True,False
LP001644,0.0,1,1025.0,5296.0,168.0,360.0,1.0,1,6321.0,0.026573869028788357,0.4666666666666667,7.381630285774545e-05,5.1298987149230735,8.751790892775563,1,False,False,True,True,True
LP001647,0.0,1,9328.0,0.0,188.0,180.0,1.0,1,9328.0,0.020152213527709295,1.0444444444444445,0.00011195674182060719,5.241747015059643,9.140883106960962,0,False,False,True,True,False
LP001653,0.0,0,4885.0,0.0,48.0,360.0,1.0,1,4885.0,0.009823986901350798,0.13333333333333333,2.7288852503752216e-05,3.8918202981106265,8.494129251817686,0,False,False,True,False,False
LP001656,0.0,1,12000.0,0.0,164.0,360.0,1.0,0,12000.0,0.013665527872677276,0.45555555555555555,3.7959799646325766e-05,5.10594547390058,9.392745258631441,0,True,False,True,False,False
LP001657,0.0,0,6033.0,0.0,160.0,360.0,1.0,0,6033.0,0.026516407026847863,0.4444444444444444,7.36566861856885e-05,5.081404364984463,8.705165419719007,0,False,True,True,True,False
LP001658,0.0,1,3858.0,0.0,76.0,360.0,1.0,1,3858.0,0.019694221300855144,0.2111111111111111,5.470617028015318e-05,4.343805421853684,8.258163361537619,0,True,False,True,False,False
LP001664,0.0,1,4191.0,0.0,120.0,360.0,1.0,1,4191.0,0.02862595419847328,0.3333333333333333,7.951653944020355e-05,4.795790545596741,8.340933226000878,0,False,False,True,False,False
LP001665,1.0,1,3125.0,2583.0,170.0,360.0,1.0,0,5708.0,0.02977754422841128,0.4722222222222222,8.271540063447577e-05,5.14166355650266,8.64979915596426,1,True,False,True,True,False
LP001666,0.0,1,8333.0,3750.0,187.0,360.0,1.0,1,12083.0,0.015475008275405495,0.5194444444444445,4.29861340983486e-05,5.236441962829949,9.399637542506563,1,False,False,True,False,False
LP001669,0.0,0,1907.0,2365.0,120.0,360.0,1.0,1,4272.0,0.02808331383103206,0.3333333333333333,7.800920508620017e-05,4.795790545596741,8.360071435644025,1,False,True,False,False,False
LP001671,0.0,1,3416.0,2816.0,113.0,360.0,1.0,1,6232.0,0.01812931172789989,0.3138888888888889,5.0359199244166356e-05,4.736198448394496,8.73761303680885,1,True,False,False,True,False
LP001673,0.0,1,11000.0,0.0,83.0,360.0,1.0,0,11000.0,0.007544768657394782,0.23055555555555557,2.095769071498551e-05,4.430816798843313,9.305741456739435,0,False,True,True,False,True
LP001674,1.0,0,2600.0,2500.0,90.0,360.0,1.0,1,5100.0,0.01764359929425603,0.25,4.900999803960008e-05,4.51085950651685,8.537191877922927,1,True,False,True,True,False
LP001677,2.0,1,4923.0,0.0,166.0,360.0,0.0,1,4923.0,0.033712428919577576,0.46111111111111114,9.36456358877155e-05,5.117993812416755,8.501876487304344,0,True,False,True,False,False
LP001682,3.0,0,3992.0,0.0,128.0,180.0,1.0,0,3992.0,0.03205609817180065,0.7111111111111111,0.0001780894342877814,4.859812404361672,8.292298107063221,0,False,True,True,True,False
LP001688,1.0,0,3500.0,1083.0,135.0,360.0,1.0,1,4583.0,0.029450261780104712,0.375,8.18062827225131e-05,4.912654885736052,8.430327258394575,1,False,True,True,True,False
LP001691,2.0,0,3917.0,0.0,124.0,360.0,1.0,1,3917.0,0.03164880040837162,0.34444444444444444,8.791333446769894e-05,4.8283137373023015,8.273336598504486,0,True,False,True,True,False
LP001692,0.0,0,4408.0,0.0,120.0,360.0,1.0,1,4408.0,0.027217056021773645,0.3333333333333333,7.560293339381567e-05,4.795790545596741,8.391403185357937,0,True,False,False,False,False
LP001693,0.0,1,3244.0,0.0,80.0,360.0,1.0,1,3244.0,0.02465331278890601,0.2222222222222222,6.84814244136278e-05,4.394449154672439,8.08487062913819,0,False,True,False,False,False
LP001698,0.0,0,3975.0,2531.0,55.0,360.0,1.0,1,6506.0,0.008452435838327955,0.1527777777777778,2.3478988439799876e-05,4.02535169073515,8.780633799494984,1,False,False,True,False,False
LP001699,0.0,1,2479.0,0.0,59.0,360.0,1.0,1,2479.0,0.02379032258064516,0.1638888888888889,6.608422939068101e-05,4.0943445622221,7.8160138391590275,0,False,True,True,False,False
LP001702,0.0,1,3418.0,0.0,127.0,360.0,1.0,0,3418.0,0.03714536414156186,0.3527777777777778,0.00010318156705989406,4.852030263919617,8.137103389639302,0,True,False,True,False,False
LP001708,0.0,1,10000.0,0.0,214.0,360.0,1.0,0,10000.0,0.021397860213978603,0.5944444444444444,5.9438500594385005e-05,5.3706380281276624,9.210440366976517,0,True,False,False,False,False
LP001711,3.0,1,3430.0,1250.0,128.0,360.0,0.0,0,4680.0,0.027344584490493484,0.35555555555555557,7.595717914025968e-05,4.859812404361672,8.45126704130007,1,True,False,True,True,False
LP001713,1.0,1,7787.0,0.0,240.0,360.0,1.0,1,7787.0,0.030816640986132512,0.6666666666666666,8.560178051703475e-05,5.484796933490655,8.960339366492091,0,False,True,True,True,True
LP001715,3.0,0,5703.0,0.0,130.0,360.0,1.0,1,5703.0,0.02279102384291725,0.3611111111111111,6.330839956365903e-05,4.875197323201151,8.648922962094131,0,False,False,True,True,True
LP001716,0.0,1,3173.0,3021.0,137.0,360.0,1.0,1,6194.0,0.022114608555286523,0.38055555555555554,6.142946820912922e-05,4.927253685157205,8.731497794063243,1,False,True,True,True,False
LP001720,3.0,0,3850.0,983.0,100.0,360.0,1.0,1,4833.0,0.02068680182043856,0.2777777777777778,5.7463338390107116e-05,4.61512051684126,8.483429561263428,1,True,False,True,True,False
LP001722,0.0,1,1025.0,1800.0,135.0,360.0,1.0,0,2825.0,0.04777070063694268,0.375,0.0001326963906581741,4.912654885736052,7.946617563244473,1,False,False,True,True,False
LP001726,0.0,1,3727.0,1775.0,131.0,360.0,1.0,1,5502.0,0.023805197165182628,0.3638888888888889,6.612554768106285e-05,4.882801922586371,8.613048677059759,1,True,False,True,True,False
LP001732,2.0,1,5000.0,0.0,72.0,360.0,0.0,0,5000.0,0.014397120575884824,0.2,3.9992001599680064e-05,4.290459441148391,8.517393171418904,0,True,False,True,True,False
LP001734,2.0,1,4283.0,2383.0,127.0,360.0,1.0,1,6666.0,0.01904904754762262,0.3527777777777778,5.291402096561839e-05,4.852030263919617,8.80492526261806,1,True,False,False,True,False
LP001736,0.0,1,2221.0,0.0,60.0,360.0,0.0,0,2221.0,0.027002700270027002,0.16666666666666666,7.5007500750075e-05,4.110873864173311,7.706162970199576,0,False,True,True,True,False
LP001743,2.0,1,4009.0,1717.0,116.0,360.0,1.0,1,5726.0,0.020254932774576566,0.32222222222222224,5.626370215160158e-05,4.762173934797756,8.652947112393857,1,True,False,True,True,False
LP001744,0.0,1,2971.0,2791.0,144.0,360.0,1.0,1,5762.0,0.024986985944820406,0.4,6.94082942911678e-05,4.976733742420574,8.659213451436667,1,True,False,True,False,False
LP001749,0.0,1,7578.0,1010.0,175.0,360.0,1.0,1,8588.0,0.020374898125509373,0.4861111111111111,5.6596939237526036e-05,5.170483995038151,9.058237593766226,1,True,False,True,True,False
LP001750,0.0,1,6250.0,0.0,128.0,360.0,1.0,1,6250.0,0.020476723724204126,0.35555555555555557,5.687978812278925e-05,4.859812404361672,8.740496729931813,0,True,False,True,True,False
LP001751,0.0,1,3250.0,0.0,170.0,360.0,1.0,0,3250.0,0.05229160258382036,0.4722222222222222,0.00014525445162172322,5.14166355650266,8.086717920303906,0,False,False,True,True,False
LP001754,0.0,0,4735.0,0.0,138.0,360.0,1.0,0,4735.0,0.029138513513513514,0.38333333333333336,8.094031531531532e-05,4.9344739331306915,8.462948176563842,0,False,True,True,True,True
LP001758,2.0,1,6250.0,1695.0,210.0,360.0,1.0,1,7945.0,0.02642839164359426,0.5833333333333334,7.341219900998406e-05,5.351858133476067,8.980423936374544,1,True,False,True,True,False
LP001760,0.0,1,4758.0,0.0,158.0,480.0,1.0,1,4758.0,0.03320025215381383,0.32916666666666666,6.916719198711213e-05,5.0689042022202315,8.46779284112111,0,True,False,True,True,False
LP001761,0.0,1,6400.0,0.0,200.0,360.0,1.0,1,6400.0,0.031245117950320263,0.5555555555555556,8.679199430644518e-05,5.303304908059076,8.764209507142004,0,False,False,True,False,True
LP001765,1.0,1,2491.0,2054.0,104.0,360.0,1.0,1,4545.0,0.02287725472943247,0.28888888888888886,6.354792980397907e-05,4.653960350157523,8.422003004412488,1,True,False,True,True,False
LP001768,0.0,1,3716.0,0.0,42.0,180.0,1.0,1,3716.0,0.011299435028248588,0.23333333333333334,6.277463904582549e-05,3.7612001156935624,8.220672170297252,0,False,False,True,True,False
LP001770,0.0,0,3189.0,2598.0,120.0,360.0,1.0,1,5787.0,0.02073255010366275,0.3333333333333333,5.759041695461875e-05,4.795790545596741,8.663542087751374,1,False,False,True,False,False
LP001776,0.0,1,8333.0,0.0,280.0,360.0,1.0,1,8333.0,0.033597312215022795,0.7777777777777778,9.332586726395221e-05,5.638354669333745,9.0280988119824,0,True,False,False,False,False
LP001778,1.0,1,3155.0,1779.0,140.0,360.0,1.0,1,4934.0,0.028368794326241134,0.3888888888888889,7.880220646178094e-05,4.948759890378168,8.504107951867582,1,True,False,True,True,False
LP001784,1.0,1,5500.0,1260.0,170.0,360.0,1.0,1,6760.0,0.025144209436473896,0.4722222222222222,6.984502621242749e-05,5.14166355650266,8.818926087090677,1,False,False,True,True,False
LP001786,0.0,1,5746.0,0.0,255.0,360.0,1.0,0,5746.0,0.044370976161475555,0.7083333333333334,0.00012325271155965432,5.545177444479562,8.656433258507741,0,False,True,True,True,False
LP001788,0.0,1,3463.0,0.0,122.0,360.0,1.0,1,3463.0,0.03521939953810624,0.3388888888888889,9.783166538362844e-05,4.812184355372417,8.150179269682326,0,False,True,False,False,True
LP001790,1.0,1,3812.0,0.0,112.0,360.0,1.0,1,3812.0,0.02937319695777603,0.3111111111111111,8.159221377160009e-05,4.727387818712341,8.246171559857563,0,False,False,False,False,False
LP001792,1.0,1,3315.0,0.0,96.0,360.0,1.0,1,3315.0,0.028950542822677925,0.26666666666666666,8.041817450743868e-05,4.574710978503383,8.106514516255185,0,True,False,True,True,False
LP001798,2.0,1,5819.0,5000.0,120.0,360.0,1.0,1,10819.0,0.011090573012939002,0.3333333333333333,3.080714725816389e-05,4.795790545596741,9.289151552400472,1,False,False,True,True,False
LP001800,1.0,0,2510.0,1983.0,140.0,180.0,1.0,0,4493.0,0.03115264797507788,0.7777777777777778,0.00017307026652821047,4.948759890378168,8.410498452745275,1,False,True,True,True,False
LP001806,0.0,1,2965.0,5701.0,155.0,60.0,1.0,1,8666.0,0.017883927541248415,2.5833333333333335,0.0002980654590208069,5.049856007249537,9.067277989134345,1,False,True,True,False,False
LP001807,2.0,1,6250.0,1300.0,108.0,360.0,1.0,1,7550.0,0.014302741358760428,0.3,3.972983710766786e-05,4.6913478822291435,8.929435283803425,1,False,False,True,True,True
LP001811,0.0,0,3406.0,4417.0,123.0,360.0,1.0,1,7823.0,0.01572085889570552,0.3416666666666667,4.3669052488070895e-05,4.820281565605037,8.964951211714654,1,True,False,True,True,False
LP001813,0.0,1,6050.0,4333.0,120.0,180.0,1.0,0,10383.0,0.011556240369799691,0.6666666666666666,6.420133538777607e-05,4.795790545596741,9.248021438943871,1,False,True,True,False,True
LP001814,2.0,1,9703.0,0.0,112.0,360.0,1.0,1,9703.0,0.011541632316570486,0.3111111111111111,3.206008976825135e-05,4.727387818712341,9.180293450623886,0,False,True,True,True,False
LP001819,1.0,0,6608.0,0.0,137.0,180.0,1.0,1,6608.0,0.02072930851868664,0.7611111111111111,0.00011516282510381465,4.927253685157205,8.796187635470453,0,False,True,True,True,False
LP001824,1.0,1,2882.0,1843.0,123.0,480.0,1.0,1,4725.0,0.026026237833262803,0.25625,5.4221328819297496e-05,4.820281565605037,8.460834457746854,1,True,False,True,True,False
LP001825,0.0,1,1809.0,1868.0,90.0,360.0,1.0,1,3677.0,0.024469820554649267,0.25,6.797172376291462e-05,4.51085950651685,8.210124405164267,1,False,True,True,True,False
LP001835,0.0,0,1668.0,3890.0,201.0,360.0,0.0,0,5558.0,0.03615758229897464,0.5583333333333333,0.00010043772860826288,5.308267697401205,8.62317351495347,1,True,False,True,True,False
LP001836,2.0,1,3427.0,0.0,138.0,360.0,1.0,0,3427.0,0.040256709451575265,0.38333333333333336,0.0001118241929210424,4.9344739331306915,8.13973227971767,0,False,True,False,False,False
LP001841,0.0,0,2583.0,2167.0,104.0,360.0,1.0,1,4750.0,0.02189012839402231,0.28888888888888886,6.0805912205617525e-05,4.653960350157523,8.46611040118692,1,False,False,True,False,True
LP001843,1.0,0,2661.0,7101.0,279.0,180.0,1.0,1,9762.0,0.0285772815732869,1.55,0.00015876267540714943,5.634789603169249,9.186355009225672,1,True,False,True,True,False
LP001844,0.0,1,16250.0,0.0,192.0,360.0,0.0,0,16250.0,0.011814657559534798,0.5333333333333333,3.2818493220929996e-05,5.262690188904886,9.69590972432601,0,False,True,True,False,True
LP001846,3.0,1,3083.0,0.0,255.0,360.0,1.0,1,3083.0,0.08268482490272373,0.7083333333333334,0.00022968006917423262,5.545177444479562,8.03398273468322,0,False,False,False,False,False
LP001849,0.0,0,6045.0,0.0,115.0,360.0,0.0,0,6045.0,0.01902084022494211,0.3194444444444444,5.2835667291505856e-05,4.7535901911063645,8.707152175339404,0,False,False,True,False,False
LP001854,3.0,1,5250.0,0.0,94.0,360.0,1.0,0,5250.0,0.017901352123405066,0.2611111111111111,4.972597812056963e-05,4.553876891600541,8.566173813637858,0,False,True,True,True,False
LP001859,0.0,1,14683.0,2100.0,293.4000000000001,360.0,1.0,0,16783.0,0.017480934223069594,0.8150000000000003,4.8558150619637766e-05,5.6849393868547216,9.728181330636078,1,False,False,True,True,False
LP001864,3.0,0,4931.0,0.0,128.0,360.0,1.0,0,4931.0,0.025952960259529603,0.35555555555555557,7.209155627647112e-05,4.859812404361672,8.503499864284235,0,True,False,True,True,False
LP001865,1.0,1,6083.0,4250.0,293.4000000000001,360.0,1.0,1,10333.0,0.028391716663441077,0.8150000000000003,7.886587962066966e-05,5.6849393868547216,9.24319470884713,1,False,True,True,True,False
LP001868,0.0,1,2060.0,2209.0,134.0,360.0,1.0,1,4269.0,0.03138173302107728,0.37222222222222223,8.717148061410356e-05,4.90527477843843,8.35936910622267,1,True,False,True,False,False
LP001870,1.0,1,3481.0,0.0,155.0,36.0,1.0,0,3481.0,0.04451464675473866,4.305555555555555,0.001236517965409407,5.049856007249537,8.155362120328135,0,True,False,False,False,False
LP001871,0.0,1,7200.0,0.0,120.0,360.0,1.0,1,7200.0,0.016664352173309263,0.3333333333333333,4.628986714808128e-05,4.795790545596741,8.881975184248867,0,False,False,False,False,False
LP001872,0.0,1,5166.0,0.0,128.0,360.0,1.0,1,5166.0,0.0247725953164312,0.35555555555555557,6.881276476786444e-05,4.859812404361672,8.550047528287184,0,True,False,True,False,True
LP001875,0.0,1,4095.0,3447.0,151.0,360.0,1.0,1,7542.0,0.020018560254540633,0.41944444444444445,5.560711181816843e-05,5.0238805208462765,8.928375259853631,1,False,False,True,False,False
LP001877,2.0,1,4708.0,1387.0,150.0,360.0,1.0,1,6095.0,0.024606299212598427,0.4166666666666667,6.835083114610674e-05,5.017279836814924,8.715388097366482,1,True,False,True,True,False
LP001882,3.0,1,4333.0,1811.0,160.0,360.0,0.0,1,6144.0,0.026037428803905614,0.4444444444444444,7.232619112196004e-05,5.081404364984463,8.723394022000136,1,False,True,True,True,False
LP001883,0.0,1,3418.0,0.0,135.0,360.0,1.0,0,3418.0,0.03948522959929804,0.375,0.00010968119333138345,4.912654885736052,8.137103389639302,0,False,False,False,False,False
LP001884,1.0,1,2876.0,1560.0,90.0,360.0,1.0,1,4436.0,0.02028397565922921,0.25,5.634437683119225e-05,4.51085950651685,8.39773375137891,1,False,True,False,False,False
LP001888,0.0,1,3237.0,0.0,30.0,360.0,1.0,1,3237.0,0.00926497838171711,0.08333333333333333,2.5736051060325302e-05,3.4339872044851463,8.08271113423758,0,False,True,False,False,False
LP001891,0.0,1,11146.0,0.0,136.0,360.0,1.0,1,11146.0,0.01220059208755719,0.37777777777777777,3.389053357654775e-05,4.919980925828125,9.318925682389624,0,False,True,True,True,False
LP001892,0.0,1,2833.0,1857.0,126.0,360.0,1.0,1,4690.0,0.026859944574717545,0.35,7.461095715199317e-05,4.844187086458591,8.453401058328458,1,False,False,True,False,False
LP001894,0.0,1,2620.0,2223.0,150.0,360.0,1.0,1,4843.0,0.030966143682906688,0.4166666666666667,8.601706578585192e-05,5.017279836814924,8.485496104672983,1,True,False,True,True,False
LP001896,2.0,1,3900.0,0.0,90.0,360.0,1.0,1,3900.0,0.023071007433991285,0.25,6.40861317610869e-05,4.51085950651685,8.268988209506656,0,True,False,True,True,False
LP001900,1.0,1,2750.0,1842.0,115.0,360.0,1.0,1,4592.0,0.025038101458741562,0.3194444444444444,6.955028182983768e-05,4.7535901911063645,8.432288684325794,1,True,False,True,True,False
LP001903,0.0,1,3993.0,3274.0,207.0,360.0,1.0,1,7267.0,0.028481012658227847,0.575,7.91139240506329e-05,5.337538079701318,8.891236429516061,1,True,False,True,True,False
LP001904,0.0,1,3103.0,1300.0,80.0,360.0,1.0,1,4403.0,0.018165304268846504,0.2222222222222222,5.0459178524573616e-05,4.394449154672439,8.390268497842571,1,False,True,True,True,False
LP001907,0.0,1,14583.0,0.0,293.4000000000001,360.0,1.0,1,14583.0,0.02011793746571586,0.8150000000000003,5.58831596269885e-05,5.6849393868547216,9.5876803163585,0,True,False,True,True,False
LP001908,0.0,0,4100.0,0.0,124.0,360.0,1.0,1,4100.0,0.03023652767617654,0.34444444444444444,8.399035465604595e-05,4.8283137373023015,8.31898612539206,0,False,False,False,True,False
LP001910,1.0,0,4053.0,2426.0,158.0,360.0,0.0,0,6479.0,0.024382716049382715,0.4388888888888889,6.772976680384087e-05,5.0689042022202315,8.776475789346321,1,False,True,True,False,True
LP001914,0.0,1,3927.0,800.0,112.0,360.0,1.0,1,4727.0,0.023688663282571912,0.3111111111111111,6.580184245158865e-05,4.727387818712341,8.461257559085935,1,True,False,True,True,False
LP001915,2.0,1,2301.0,985.7999878,78.0,180.0,1.0,1,3286.7999878,0.023724070895259342,0.43333333333333335,0.0001318003938625519,4.3694478524670215,8.097973923364721,1,False,True,True,True,False
LP001917,0.0,1,1811.0,1666.0,54.0,360.0,1.0,1,3477.0,0.015526164462334674,0.15,4.312823461759632e-05,4.007333185232471,8.154212694914229,1,False,True,False,False,False
